Quel effet la Convention a-t-elle sur les États signataires?,Elle supprime les lois nationales,Elle n’a aucun effet,Elle remplace l’ONU,Elle impose des contraintes,d,Elle impose des contraintes aux États qui l’ont signée.,fr,Droits et devoirs,Naturalisation
Que permet la Convention en conséquence?,L’obligation de travailler avant 16 ans,La protection des enfants,La fin de la vie privée,La suppression de l’école,b,Elle assure donc la protection des enfants.,fr,Droits et devoirs,CSP
De quoi la Convention est-elle le fondement pour une organisation liée à l’ONU?,Le fonctionnement de la Banque de France,Le rôle de France Travail,La stratégie de l’INPI,L’action de l’UNICEF,d,C’est le fondement de toute l’action de l’UNICEF.,fr,Système institutionnel et politique,CR
À quelle organisation l’UNICEF est-il rattaché?,Union européenne,G7,OTAN,ONU,d,L’UNICEF dépend de l’ONU.,fr,Système institutionnel et politique,Naturalisation
Quel principe est cité dans la Convention concernant l’intérêt de l’enfant?,L’intérêt de l’enfant est supérieur,L’intérêt de l’État est supérieur à tout,L’intérêt du voisinage est supérieur,L’intérêt des parents est supérieur,a,L’intérêt de l’enfant est supérieur à sa volonté et à celle de ses parents.,fr,Droits et devoirs,CSP
À quoi l’intérêt de l’enfant est-il déclaré supérieur?,À sa volonté et à celle de ses parents,Uniquement à la volonté de l’école,Uniquement à la volonté des parents,Uniquement à la volonté du médecin,a,L’intérêt de l’enfant est supérieur à sa volonté et à celle de ses parents.,fr,Droits et devoirs,CR
Que signifie ce principe concernant l’avenir de l’enfant?,L’enfant peut choisir lui-même son avenir,Le tribunal décide automatiquement,Les parents décident toujours,L’école décide toujours,a,Ce principe signifie que l'enfant peut choisir lui-même son avenir.,fr,Droits et devoirs,Naturalisation
Quand les parents peuvent-ils décider à la place de l’enfant selon ce principe?,Seulement avant 16 ans,Toujours,Si les décisions de l’enfant le mettent en danger,Seulement en cas de divorce,c,Les parents décident à sa place seulement si les décisions de l’enfant le mettent en danger.,fr,Droits et devoirs,CSP
Quel droit fondamental de l’enfant est cité?,Le droit de conduire,L’égalité,Le droit de signer un bail,Le droit de payer des impôts,b,Parmi les droits : l’égalité.,fr,Principes et valeurs de la République,CR
Quel droit fondamental de l’enfant est cité?,Avoir un compte bancaire,Avoir un nom et une identité,Avoir un téléphone,Avoir un permis,b,"Parmi les droits : avoir un nom, une identité.",fr,Droits et devoirs,Naturalisation
Quel droit fondamental de l’enfant est cité?,Vivre seul obligatoirement,Quitter l’école à 10 ans,Travailler à 12 ans,Vivre en famille,d,Parmi les droits : vivre en famille.,fr,Droits et devoirs,CSP
Quel droit lié à la santé est cité?,Être soigné et protégé des maladies,Refuser toute alimentation,Conduire un véhicule,Choisir son impôt,a,"Parmi les droits : être soigné, protégé des maladies.",fr,Droits et devoirs,CR
Quel droit lié à l’alimentation est cité?,Avoir une alimentation suffisante et équilibrée,Manger uniquement sucré,Ne jamais manger,Manger uniquement à l’école,a,Parmi les droits : avoir une alimentation suffisante et équilibrée.,fr,Vivre dans la société française,Naturalisation
Quel droit lié à la justice est cité?,Bénéficier d’une justice adaptée à son âge,Justice uniquement pour adultes,Jugement sans avocat,Aucune justice,a,Parmi les droits : bénéficier d’une justice adaptée à son âge.,fr,Droits et devoirs,CSP
Quel droit lié à l’éducation est cité?,Aller travailler dès 12 ans,Quitter l’école à 8 ans,Aller à l’école,Ne jamais étudier,c,Parmi les droits : aller à l’école.,fr,Droits et devoirs,CR
Quel droit lié au temps libre est cité?,Être privé de loisirs,Avoir des loisirs,Ne pas jouer,Travailler le week-end,b,Parmi les droits : avoir des loisirs.,fr,Vivre dans la société française,Naturalisation
Quel droit est cité concernant l’intimité?,Publication obligatoire des données,Protection de la vie privée,Aucune confidentialité,Accès public au dossier médical,b,Parmi les droits : protection de la vie privée.,fr,Droits et devoirs,CSP
Quel droit est cité en lien avec la guerre?,Participer aux conflits,Faire le service militaire à 10 ans,Aucune protection,Ne pas faire la guerre ni la subir,d,L’enfant doit être protégé en temps de guerre et ne pas faire la guerre ni la subir.,fr,Droits et devoirs,CR
Quel droit est cité contre les violences?,Protection contre la violence,Violence obligatoire,Autorisation de violence éducative,Absence de protection,a,Parmi les droits : protection contre la violence.,fr,Droits et devoirs,Naturalisation
Quel droit est cité contre l’exploitation?,Droit à l’exploitation,Exploitation autorisée,Aucune règle,Protection contre l'exploitation,d,Parmi les droits : protection contre l'exploitation.,fr,Droits et devoirs,CSP
Quel droit de communication est cité?,Liberté uniquement pour adultes,Censure totale,Interdiction de parler,Liberté de s’informer et de s’exprimer,d,Parmi les droits : liberté de s’informer et de s’exprimer.,fr,Droits et devoirs,CR
Quel droit est cité concernant l’écoute de l’enfant?,Être ignoré,Décider pour les autres,Ne jamais participer,Être entendu sur les questions qui le concernent,d,L’enfant doit être entendu sur les questions qui le concernent.,fr,Droits et devoirs,Naturalisation
"Pour un enfant en situation de handicap, quel droit est cité?",Vivre avec et comme les autres,Ne pas aller à l’école,Ne pas avoir de loisirs,Être isolé,a,Un enfant en situation de handicap doit pouvoir vivre avec et comme les autres.,fr,Vivre dans la société française,CSP
Quel aménagement peut être prévu pour un enfant en situation de handicap?,Une interdiction de scolarité,Une exclusion de la famille,Un emploi du temps aménagé,Une obligation de travail,c,Il peut bénéficier d'un emploi du temps aménagé.,fr,Vivre dans la société française,CR
Qu’est-ce que l’autorité parentale?,L’ensemble des droits et devoirs des parents envers un enfant de moins de 18 ans,Un contrat de travail,Une assurance habitation,Un impôt local,a,L’autorité parentale correspond aux droits et devoirs des parents envers l’enfant de moins de 18 ans.,fr,Droits et devoirs,Naturalisation
Jusqu’à quel âge l’autorité parentale concerne-t-elle l’enfant?,Moins de 25 ans,Moins de 16 ans,Moins de 18 ans,Toute la vie,c,Les parents ont des droits et des devoirs vis-à-vis de leur enfant de moins de 18 ans.,fr,Droits et devoirs,CSP
Les deux parents ont-ils l’autorité parentale?,"Non, un seul",Seulement la mère,Seulement le père,"Oui, tous les deux",d,Les deux parents ont tous les deux l’autorité parentale.,fr,Droits et devoirs,CR
Les deux parents ont-ils les mêmes droits et devoirs?,Oui,Seulement s’ils vivent ensemble,Seulement s’ils sont mariés,Non,a,Ils ont les mêmes droits et les mêmes devoirs.,fr,Droits et devoirs,Naturalisation
La situation du couple change-t-elle l’autorité parentale?,"Non, peu importe mariés, pacsés, concubinage ou séparés","Oui, seulement en PACS","Oui, seulement en mariage","Oui, seulement en séparation",a,"Peu importe la situation : mariés, pacsés, concubinage ou séparés.",fr,Droits et devoirs,CSP
Quelle démarche est obligatoire dès la naissance de l’enfant?,Ouvrir un compte bancaire,Déclarer les impôts,Inscrire l’enfant à France Travail,Déclarer l’enfant à la mairie,d,"Dès sa naissance, les parents doivent déclarer leur enfant à la mairie.",fr,Droits et devoirs,CR
Qui est responsable de l’enfant?,Uniquement la mère,Les deux parents,Uniquement le père,Uniquement l’école,b,Ils sont tous les deux responsables de leur enfant.,fr,Droits et devoirs,Naturalisation
Dans quel intérêt les parents exercent-ils leurs droits et devoirs?,Dans l’intérêt du bailleur,Dans l’intérêt de leur enfant,Dans l’intérêt de l’employeur,Dans l’intérêt de la banque,b,Les parents exercent leurs droits et devoirs dans l'intérêt de leur enfant.,fr,Droits et devoirs,CSP
Que doivent éviter les parents dans l’exercice de l’autorité parentale?,Les loisirs,L’école,Toute discussion,Violence physique et violence psychologique,d,"Ils n’utilisent ni la violence physique, ni la violence psychologique.",fr,Droits et devoirs,CR
Les parents doivent-ils associer l’enfant aux décisions qui le concernent?,"Oui, uniquement à l’école","Non, jamais","Oui, selon l’âge et la maturité","Oui, uniquement à 18 ans",c,Les parents associent leur enfant aux décisions selon son âge et sa maturité.,fr,Droits et devoirs,Naturalisation
Quel devoir de surveillance est cité pour les parents?,Gérer les impôts du voisin,Veiller à la sécurité de l’enfant,Choisir l’employeur de l’enfant,Signer un bail à sa place,b,Les parents doivent veiller à la sécurité de l'enfant.,fr,Droits et devoirs,CSP
Que peuvent surveiller les parents dans leurs devoirs de surveillance?,Uniquement les repas,"Relations, déplacements, communications et réseaux sociaux",Uniquement les notes,Uniquement les vêtements,b,"Ils doivent surveiller relations, déplacements, communications, utilisation des réseaux sociaux.",fr,Droits et devoirs,CR
Quel exemple de protection est cité?,Protéger l’enfant contre les loisirs,Protéger l’enfant contre le racket,Protéger l’enfant contre la scolarité,Protéger l’enfant contre l’impôt,b,Exemple : protéger l’enfant contre le racket.,fr,Droits et devoirs,Naturalisation
Quel autre exemple de protection est cité?,Protéger contre l’école,Protéger contre les amis,Protéger contre le sport,Protéger contre le harcèlement et la violence,d,"Exemples : protéger contre le harcèlement, la violence.",fr,Droits et devoirs,CSP
Quel devoir d’éducation est cité pour les parents?,Choisir un médecin de garde,Payer l’impôt local,"Veiller à l’éducation scolaire, intellectuelle, morale et éventuellement religieuse",Déclarer un décès,c,"Les parents doivent veiller à l'éducation scolaire, intellectuelle, morale et éventuellement religieuse.",fr,Droits et devoirs,CR
Entre quels âges l’instruction est-elle obligatoire?,3 à 16 ans,6 à 18 ans,0 à 12 ans,10 à 20 ans,a,L'instruction est obligatoire pour tout enfant entre 3 et 16 ans.,fr,Droits et devoirs,Naturalisation
Que risquent des parents qui ne respectent pas l’obligation d’instruction?,Une amende et une peine de prison,Uniquement un avertissement oral,Aucune sanction,Uniquement une baisse d’impôts,a,Ils peuvent recevoir une amende et faire une peine de prison.,fr,Droits et devoirs,CSP
Quel devoir est cité concernant la santé de l’enfant?,Assurer sa nationalité,Assurer ses impôts,Assurer son salaire,Assurer sa santé,d,Un devoir des parents est d'assurer la santé de l'enfant.,fr,Droits et devoirs,CR
Quel devoir d’entretien est cité?,Uniquement payer un téléphone,Uniquement payer des vacances,Uniquement payer l’école privée,"Participer à nourrir, héberger et répondre aux besoins",d,"Chaque parent doit participer à nourrir, héberger et répondre aux besoins de l’enfant.",fr,Droits et devoirs,Naturalisation
Quels exemples de besoins sont cités dans le devoir d’entretien?,Voiture et logement de luxe,Loisir et culture,Téléphone et internet,Voyages et impôts,b,Les besoins cités incluent loisir et culture.,fr,Vivre dans la société française,CSP
Quel devoir est cité concernant l’image de l’enfant?,Protection de sa vie privée et de son image,Suppression de la confidentialité,Partage sur réseaux sociaux obligatoire,Publication obligatoire des photos,a,Les parents ont un devoir de protection de la vie privée et de l’image de l’enfant.,fr,Droits et devoirs,CR
